0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
38.24748778,38.66349962,28.23618583,81.17658522,52.19073024,75.70108264,132.5935227,76.66541321,46.85374403,204.3295574,87.70553452,75.89363661,67.67879373,77.1210766,73.70363289,181.4616757,67.17124616,24.56359011,59.38175517,62.35424609,99.31559194,32.15865416,60.34970849,54.14966977,113.9845815,81.96360051,91.87493105,40.4772433,52.64495214,66.26900805,89.70023875,48.22768014,162.6474075,47.54377585,33.421788,101.1914973,94.9374823,45.7594195,54.19908615,93.01773589,45.53374252,202.1453287,131.5789023,109.038344,104.1317438,137.7590294,42.81694298,112.5817186,95.88923916,61.23326214,26.41281693,54.97857079,67.77668029,133.9438862,83.39615505,60.38724189,23.57935739,93.28371725,125.7371367,33.2274343,109.2345676,99.46288255,55.02729454,65.96470393,85.14360277,40.03723101,110.8781901,86.14428722,82.59768928,80.19699271,79.97608711,101.7116373,64.47956231,118.518536,143.3813223,155.0150887,164.5000919,106.6491662,62.64255379,42.47643267,39.88654209,53.57578883,52.31907628,59.89749379,59.52843853,130.813922,46.86630641,108.3001926,144.9309207,191.6758903,24.51601796,70.27602957,40.25731723,45.04272949,72.75569653,31.89124614,130.1846215,50.53218633,99.81112158,56.60041289,28.31436604,102.6696348,210.0808055,26.31649011,33.80883885,45.87013639,44.00178904,87.09929536,148.1702943,17.35164675,107.4831733,35.52355528,82.79463102,39.99795235,72.96960932,56.05484563,19.68711479,18.60859101,22.56493254,28.57768535,37.55726039,53.95670845,93.97296379,95.17644182,96.37991984
41.38867709,31.75083522,50.95027682,81.93037424,44.0161298,96.45510178,140.8127896,89.0890561,71.55471066,138.7376859,61.09241347,100.2822094,84.40705756,86.49585996,83.44889789,136.2365157,73.29870383,41.44617414,68.05173934,54.30624456,149.9599467,50.92475181,72.02391165,47.21417473,97.13763337,58.16482069,100.6198309,107.1061764,56.42476905,64.67834189,77.85392584,70.68077505,140.4780236,42.81441404,52.13878504,116.6995698,81.11976363,64.07153615,88.00730938,88.2672247,47.09642354,143.1559996,106.9829426,85.97252835,82.88388726,144.3662278,35.71840891,71.67322293,76.94967662,51.72143085,25.60618647,80.00020877,70.62473757,79.06144589,54.68848247,60.79573928,40.07801555,98.39688245,114.2941365,39.52511634,117.8341295,92.10659075,73.40581431,80.85943461,100.9555804,40.43369033,87.03716906,80.03813627,112.5432955,101.6453507,104.6368047,104.8897803,31.2998874,118.6035205,136.5314088,127.3235636,179.5951752,141.5648169,51.23533049,43.83436495,41.02153173,75.86419716,61.64738603,132.234689,40.96033092,108.176043,47.74031126,72.69377602,125.9393438,139.2811742,17.29580016,58.55433377,46.00595171,43.04692093,81.14082034,46.78051449,168.5938428,70.59583087,93.7624542,50.64003829,47.50781466,131.2726533,146.3169738,48.42689516,34.32936011,100.6460683,62.08154214,87.981191,111.411887,50.98303143,50.57268131,43.33356598,92.86036514,13.81306352,118.7053777,74.44226874,21.82497316,14.33719594,19.44917262,25.42471539,47.71408809,66.13114742,76.32207237,76.92381138,77.5255504
34.97939312,21.39583711,74.16990089,83.94332313,43.26833917,134.9327676,115.6851898,78.25061233,120.1742589,125.801904,40.29157796,114.9852686,54.23244374,100.9515524,82.07004909,85.7864866,71.84841413,59.47831719,61.82642128,40.97625176,191.0807438,104.4034386,76.89116743,71.85498127,70.79866175,51.23993983,106.246613,143.3448519,57.00749136,55.64640572,56.51164311,109.473444,107.2693045,49.10489754,63.89138579,112.4542154,71.58157886,81.65036028,101.556073,76.05096269,49.29984349,92.11247917,88.36719614,67.20877329,80.92748096,156.6466338,35.14392905,37.22585638,59.00716528,49.48463849,24.95865261,91.20882481,62.87007099,80.99935757,47.45786562,62.84022933,61.3591003,104.9323403,86.27110673,29.97556559,139.8488874,79.89518934,121.6948859,67.5333593,98.39557608,43.60380435,60.4566597,60.03824037,122.0531646,95.98044319,110.4788651,94.71996205,59.20633112,94.25382113,108.7677135,83.78673165,179.0907576,147.9902917,45.04938054,36.28082249,29.80469089,77.66270277,78.00603745,160.4043616,13.43239376,86.27348316,51.42728251,42.33698215,106.899569,92.3608821,44.35222552,40.26650853,55.80376885,43.61818802,80.18898303,59.31008978,166.3804161,72.17235277,96.07347237,62.94711557,88.00832267,128.207246,117.6325869,68.23095966,27.01624845,126.7120662,61.56766729,84.65347647,75.79652994,67.71893219,40.25366021,46.30831258,82.84754191,38.85755074,163.8056142,78.32002446,21.96366456,15.45886879,13.95888634,18.13445091,67.57085179,69.5197794,59.87145801,52.65058988,45.42972175
26.40457519,11.42994709,85.93944321,92.88708315,45.17068102,147.5242254,69.60636292,51.69885776,147.4613885,118.6359576,32.79060278,98.58046486,88.27771064,103.9643817,81.34872289,41.09096389,74.65173002,67.83288698,48.09298742,30.94530707,221.4965667,125.9401219,74.32034447,94.5728146,40.27830163,44.58040119,104.0689149,130.1660753,61.62017051,61.04429242,30.51813996,120.3191475,72.94245013,52.62296884,72.49485246,87.04879826,50.29596801,87.02598538,91.08872637,63.57156651,53.53524723,104.5552988,69.07398494,62.26885639,68.45428719,160.8036897,50.70711806,21.52373171,23.81766758,46.63072104,23.63466916,101.7864144,56.74586903,118.6527935,43.91684056,57.34605253,79.95127461,98.21607748,56.67328401,56.59908449,167.4839015,67.58671601,130.1065831,89.69435212,81.15930073,50.04693947,34.8571755,42.56069757,99.94162312,82.45302607,88.03235361,52.06419327,72.64667533,60.54980966,78.31439983,56.5619476,157.0384724,130.266997,48.34461509,36.42983031,42.45115697,70.29080645,74.91606961,182.3080289,49.81813416,91.17097012,59.23024756,29.94079099,82.18561033,58.23016096,78.08093413,53.71833832,61.79073309,44.89529229,64.73063809,66.39605251,129.5409561,67.78166612,120.2541779,66.23854256,129.9316736,108.4377457,93.24656033,78.41639446,27.86576414,126.0818831,59.57252445,91.70759822,56.21771127,82.9691985,69.01882231,45.49887999,70.26126124,109.4433242,179.9391675,65.32291692,52.52445496,19.34949143,12.53254478,41.80306313,64.85102358,62.54796029,58.97457665,47.54153544,36.10849424
21.35166259,5.711180083,76.40827492,123.666167,54.78131734,143.2022567,16.68113987,19.8688176,142.4367438,109.2891429,48.31229545,55.17580818,102.4528839,82.07911332,79.36154286,37.17498948,64.08186706,36.1655626,26.51757462,22.10126251,179.6097682,119.9653879,67.08656184,99.38966082,11.25950209,41.94852138,91.23960771,97.57602673,84.15012996,67.88430715,4.620608735,115.9697631,62.34282872,52.5480345,85.43763917,43.62277206,23.83942204,104.6943501,76.65678594,43.05017196,58.97991047,155.8572113,68.11816069,64.38894397,81.78821182,180.3141001,73.74559987,36.36854264,40.44728906,43.76768196,25.02464647,99.24394648,63.83516634,176.9470376,60.61245105,46.43477334,86.786781,106.5211952,38.02008784,152.3251934,204.4921501,57.16135043,137.7532802,114.6635304,56.94860604,59.73246214,29.16207202,45.78452587,40.05094042,62.02278733,69.03233455,68.4966905,129.459495,47.22828593,45.87896778,55.08027649,118.1761245,106.1277393,68.7680361,45.32139191,49.43802166,49.35608216,64.15664331,143.1091736,87.69871883,108.5555676,67.78899422,39.24593773,70.54419786,50.17500407,81.70026433,81.34371724,47.23100622,48.20640671,35.87544667,118.3156738,55.80531065,65.17718967,143.8753512,67.70874325,156.5147157,85.56360588,66.53728698,73.04368227,59.1168165,101.8981805,76.95958112,66.69786952,49.20378788,76.37702473,141.0689257,41.93245953,69.16568378,140.3860328,128.9133403,39.74377235,86.76114429,25.46960863,23.3210398,75.65476473,65.2362193,48.37276707,73.19580595,61.16102573,49.12624551
23.81059466,9.305725624,39.06722042,142.3191788,47.61520925,112.2233597,8.734926239,28.89783142,106.7789937,133.7068992,44.09395851,48.98229806,143.5829448,67.70155699,96.61309563,92.06589805,70.9054838,80.37475205,8.899902025,14.73543913,130.0353367,109.8498728,60.99343792,85.28428556,12.52157012,19.24765878,62.85775277,113.6280184,76.13372471,67.42565093,-7.516571937,77.1311862,26.02994139,67.92051663,77.48278831,70.74500074,18.02378631,98.3603565,76.25587991,68.74609393,72.63107861,157.9382314,52.95302704,52.33603936,98.04823072,162.5090772,94.68795514,21.39269378,118.6641248,46.10096034,32.02610945,79.45327881,76.78507623,174.2270479,80.57975596,60.93750491,76.56483565,119.147557,54.6600419,200.7272371,208.0015792,55.07818887,130.2341827,113.3822292,30.65746533,70.40528373,49.84782039,60.41276595,72.5735027,73.35804898,43.26202395,137.2569485,144.5876469,75.29760944,51.9519361,61.02311622,93.90317173,59.18971549,91.50418386,75.3752169,57.48569758,54.34930313,58.83828386,96.2194901,83.12468911,128.1611679,86.25843339,61.5679632,60.73181934,61.10415831,100.2191345,89.99948826,65.23216929,55.79684265,43.53590749,139.8001401,53.93032049,96.46948793,134.9473449,63.28598907,150.4741263,75.54267257,115.1369373,49.20852735,106.1099092,54.88708073,101.7892565,90.15589109,46.30449764,55.72141153,156.8470367,21.95778431,58.83877213,175.1100658,120.2086906,50.16352558,92.27079599,29.91747173,35.50291648,92.13544132,54.05949584,24.63933217,67.97982203,58.95373686,49.9276517
36.07381069,8.069393235,39.19455871,148.3444672,36.62167831,43.77106688,55.28912261,33.32692496,63.12267103,158.1163363,38.07487098,49.23783439,184.4546345,46.65929886,82.29942829,133.1212505,59.19249544,130.0278705,18.91681204,16.03057726,79.68870616,62.8429356,52.7422758,64.36045852,4.773952135,39.2126937,45.3994791,97.58291905,76.23351793,56.72343328,46.69854072,27.99631445,28.82678979,69.11755038,48.2382265,55.56346641,41.98139725,86.33553062,61.38358878,109.8538355,60.26798149,152.1454792,11.64649706,44.28548079,109.8583117,135.4724454,88.56333882,68.58064485,142.9852144,53.19814213,42.71011955,66.48217337,113.3955133,139.7435373,112.1366894,45.10849686,50.32656539,81.8297568,83.45484131,196.1203263,219.9631981,71.46783776,93.0243188,103.7917951,58.61470921,67.49738433,74.47076003,78.91137844,69.67251258,105.132866,76.51211047,168.4171794,122.9527486,105.2298155,35.02621784,75.59323344,98.13278798,82.31712081,94.67656185,114.5766868,49.06481112,108.0515597,82.16256139,77.09280906,113.8104879,138.7505162,92.73694675,68.08368456,35.68243056,65.25463085,93.27523393,83.12512939,90.43179443,46.84592132,36.3421948,126.6254481,84.65460519,115.8477941,166.1036827,54.12850943,105.5477756,35.84672209,130.2528847,30.77394199,105.6659661,32.14437233,108.1087972,134.9976865,47.92359174,34.37004794,129.8983562,25.94179392,40.76418725,180.4290077,98.57774736,56.74159018,80.9154413,30.1275529,39.58788922,96.87981543,59.55692823,57.82240826,66.78970909,64.38275305,61.975797
58.73625,21.59489116,16.54779443,101.3235385,46.47922524,36.10191296,57.35469674,62.00468534,20.17524645,112.7513008,41.23798268,38.94435057,154.8467563,33.54696751,53.00605645,139.0486072,46.9557362,145.7433362,19.24257363,20.06334,43.095919,40.04308726,39.53014267,33.21684226,23.04061757,66.73302616,56.7930923,155.0584869,79.5509453,47.87265861,78.40758109,25.10120085,31.74667467,65.10768697,44.41178423,68.4482055,47.46691879,69.5426948,77.20056226,130.2890309,62.32799128,92.59824371,11.66053262,39.82613476,130.585744,110.114063,105.8302569,127.0565384,144.2552944,90.62741244,61.99192223,55.88426062,135.1432948,92.3191487,115.3386572,51.2082803,36.85936419,77.29785479,102.5096532,173.8386031,131.8184378,87.29066713,50.46558867,78.25539637,67.53727978,68.89197479,77.78313158,86.98378488,90.54091452,101.8177983,102.5945115,166.3675388,63.62363701,137.2270651,38.545548,86.70599134,93.34440005,92.73728038,126.7173608,163.8871161,51.85765103,142.6293848,95.34192301,137.1396378,121.244665,135.3926616,100.3273657,66.78824026,42.0577127,71.58169395,57.60208185,63.8314554,114.4645827,43.55504916,37.253951,113.3662575,86.16580366,111.6413518,156.7221219,38.96267091,78.41470318,68.19341867,111.5734428,24.98353321,125.3866252,47.92431482,126.1888207,128.2832889,89.33195539,39.05648081,81.90699061,74.44247045,65.69890848,118.9605561,123.6224942,61.61952458,61.57053608,31.17640388,40.19156071,74.47358807,60.92503065,112.3572799,81.35576638,83.76272242,86.16967847
83.27335498,22.47489286,9.516128062,68.73887096,78.25995251,56.33692092,77.5502983,66.78643705,15.34583789,113.3907344,60.07713672,46.25280575,70.84519932,52.88463823,19.19760641,115.3636851,36.15995234,140.0992869,37.12028062,43.84726416,24.42773433,37.73184924,34.63627101,36.56629106,60.33858451,109.4934894,84.64077317,153.4283262,69.97535448,34.72793094,69.52317881,45.00393031,43.419293,61.26408277,56.08880101,70.85585367,66.52653529,70.31837028,70.40449428,120.1560554,64.63887757,31.64445314,6.913721604,49.52566905,132.8750291,86.2872408,113.2675872,137.7710999,109.5660088,116.147661,72.52374037,40.14775916,138.0723725,64.58523843,106.3766933,63.16866442,56.97979485,66.75510468,114.4739148,87.79959555,69.67211691,86.50222662,48.16531463,63.62255069,56.45532591,56.08110644,61.47568755,59.46018175,85.49775522,88.00419715,98.12940575,110.6717623,42.39587882,114.5211573,27.19032901,60.48264128,64.74998459,77.4090677,126.3106939,160.0131301,36.4917529,140.6860382,90.0941688,140.0611161,87.75105,108.8615346,99.84069973,65.39928065,46.23832996,72.21866885,47.30015083,38.07640302,108.6430858,61.0855857,29.5452705,78.9408443,79.59612638,84.31089361,144.17057,49.02962034,50.44496478,67.08673761,116.1724258,29.11566446,128.7341111,73.17975046,95.25048596,165.3686558,110.8132451,32.30511801,65.38806518,102.3984602,59.40829478,102.3737078,133.1164716,54.20788872,49.10813996,47.31498881,41.11262259,40.0623955,60.50012744,130.4591431,81.05073657,81.05073657,81.05073657
97.74042749,31.24084298,15.08600405,58.563746,116.4064711,60.97044241,91.24186125,66.93884968,31.87906761,93.41774088,106.3928659,79.22152263,52.09738983,75.58416954,25.67939264,69.11601473,45.62416193,110.5004368,67.01104604,93.09986757,37.95172579,51.64608415,59.23235968,51.25195847,72.95983152,126.5222397,116.7969048,100.978362,69.1669679,39.63250113,111.3565299,45.22159633,64.22250555,50.80572366,83.10637433,72.81171538,73.43442659,82.7024893,84.05704531,75.4131909,72.85723123,28.2317513,16.35493438,94.18507442,94.05497408,51.13356511,112.6733777,129.5838065,78.80945125,107.0879942,71.5902039,41.61959424,116.6495945,50.11362358,75.83905036,64.39619031,77.44793725,69.18584733,116.6130726,26.28331975,18.39234064,84.23190467,30.15463618,112.4034771,57.74370017,54.18055522,23.61974583,54.60417299,60.1241878,97.42569515,81.59278506,75.20577172,1.466058671,88.09515706,21.22741799,85.77945334,79.63401057,69.82048932,95.4473697,137.7518849,43.92322243,115.7932192,83.47261632,144.6400952,72.22118003,93.17620256,94.48254601,61.2897158,44.99833723,97.07250485,36.05117293,41.07275873,112.73687,80.31993944,58.90242945,31.86552953,66.83828163,52.74374285,134.3267804,59.39635124,68.02864083,54.21839807,87.84401429,34.25313935,109.4567814,88.98695614,79.76331532,176.1501742,109.0611846,38.06572202,55.34514608,105.6527627,50.42075929,93.33227564,114.5732913,39.6281778,58.97028692,51.41330906,38.69018222,35.31395224,46.80298697,126.9847744,81.18862376,81.18862376,81.18862376
